Initial Neurons:;8;
Initial Learning Rate:;0.9;
temperature;matter;floors;groundArea;totalArea;burning;x;y;z;hits;spreadCounter;new;
1.0;0.5;1.0;0.23868312757201646;0.2538293216630197;1.0;3;2;2;1;17;T;
0.0;1.0;0.4;0.7150205761316872;0.3041575492341357;0.0;2;2;-1;2;11;F;
0.25;1.0;0.4;0.698559670781893;0.29715536105032825;1.0;2;2;3;1;17;T;
1.0;0.5;1.0;0.8106995884773662;0.862144420131291;1.0;1;2;2;2;7;F;
0.75;1.0;0.8;0.7283950617283951;0.6196936542669584;1.0;2;3;2;1;17;T;
1.0;0.5;0.6;0.37551440329218105;0.23960612691466082;1.0;3;2;-1;1;13;T;
0.5;0.0;0.2;0.4351851851851852;0.0925601750547046;1.0;2;3;-1;1;13;T;
0.5;0.0;0.4;0.5524691358024691;0.2350109409190372;1.0;2;2;-2;1;13;T;
1.0;1.0;0.2;0.3065843621399177;0.06520787746170678;1.0;2;1;-1;2;3;F;
0.75;1.0;1.0;0.9403292181069959;1.0;1.0;1;3;1;1;7;T;
0.25;1.0;0.6;0.5524691358024691;0.35251641137855577;1.0;1;2;0;3;1;F;
1.0;0.5;0.2;0.4104938271604938;0.08730853391684902;1.0;2;0;2;1;18;T;
0.25;1.0;0.2;0.32407407407407407;0.06892778993435449;1.0;1;1;2;1;2;T;
0.25;1.0;0.4;0.9362139917695473;0.3982494529540481;1.0;3;2;1;1;9;T;
0.5;0.0;0.2;0.8446502057613169;0.17964989059080963;1.0;1;3;2;1;12;T;
0.75;1.0;0.2;0.6893004115226338;0.14660831509846828;1.0;2;3;1;1;9;T;
0.75;0.5;0.2;0.9783950617283951;0.20809628008752734;1.0;2;1;1;1;2;F;
0.25;0.5;0.4;0.2109053497942387;0.08971553610503283;1.0;0;3;1;1;14;T;
1.0;0.0;0.4;0.43209876543209874;0.1838074398249453;1.0;1;4;1;1;27;T;
0.25;0.0;0.2;0.5751028806584362;0.12231947483588622;1.0;0;2;2;1;12;T;
0.5;1.0;0.8;0.6851851851851852;0.5829321663019693;1.0;1;2;2;3;7;F;
0.0;0.5;0.6;0.5720164609053497;0.3649890590809628;0.0;3;1;-1;1;15;T;
1.0;0.0;0.2;0.35390946502057613;0.07527352297592997;1.0;3;1;0;1;6;T;
0.5;0.0;0.4;0.4207818930041152;0.17899343544857768;1.0;2;3;3;1;22;T;
0.25;0.0;0.4;0.8816872427983539;0.375054704595186;1.0;2;1;-2;1;15;T;
0.5;0.5;0.6;0.9526748971193416;0.6078774617067834;1.0;4;1;-1;1;36;T;
0.5;0.0;0.4;0.4732510288065844;0.2013129102844639;1.0;2;2;2;2;9;F;
0.0;0.5;0.6;0.2664609053497942;0.1700218818380744;0.0;0;2;-1;1;10;T;
1.0;1.0;0.2;0.588477366255144;0.12516411378555797;1.0;0;1;-1;2;3;F;
0.75;1.0;0.6;1.0;0.638074398249453;1.0;0;3;-1;1;41;T;
0.5;1.0;0.6;0.3220164609053498;0.20547045951859957;1.0;2;2;-2;2;13;F;
0.0;0.0;0.4;0.9578189300411523;0.4074398249452954;0.0;1;1;-1;3;1;F;
0.5;1.0;0.6;0.21502057613168724;0.13719912472647702;1.0;2;1;-1;3;3;F;
0.0;0.0;0.4;0.6656378600823045;0.2831509846827133;0.0;0;1;-2;1;10;T;
0.5;0.5;0.6;0.7674897119341564;0.4897155361050328;1.0;1;1;-2;1;3;T;
1.0;0.5;0.8;0.9104938271604939;0.774617067833698;1.0;0;2;-2;1;41;T;
0.75;0.5;1.0;0.8209876543209876;0.8730853391684902;1.0;0;1;-1;3;3;F;
0.5;1.0;0.2;0.8858024691358025;0.18840262582056894;1.0;1;2;-1;2;3;F;
0.25;1.0;1.0;0.676954732510288;0.7199124726477024;1.0;3;1;1;1;30;T;
1.0;0.5;0.2;0.8600823045267489;0.18293216630196937;1.0;0;2;0;1;4;T;
1.0;0.0;0.4;0.6131687242798354;0.2608315098468271;1.0;-1;2;-1;1;41;T;
0.5;0.0;0.4;0.5679012345679012;0.24157549234135667;1.0;3;2;1;2;9;F;
0.5;0.5;0.4;0.6862139917695473;0.29190371991247266;1.0;1;0;-1;2;3;F;
0.5;0.5;0.8;0.19753086419753085;0.16805251641137856;1.0;1;1;0;8;0;F;
0.25;1.0;0.8;0.2705761316872428;0.2301969365426696;1.0;0;0;-2;1;43;T;
0.0;0.0;0.2;0.6738683127572016;0.14332603938730853;0.0;3;3;2;1;21;T;
1.0;0.5;0.4;0.3220164609053498;0.13698030634573305;1.0;3;2;2;2;17;F;
0.25;1.0;1.0;0.757201646090535;0.8052516411378556;1.0;2;3;2;2;17;F;
1.0;0.0;0.4;0.9557613168724279;0.40656455142231945;1.0;3;0;-1;1;36;T;
0.5;0.0;0.4;0.9958847736625515;0.4236323851203501;1.0;0;0;-1;1;10;T;
1.0;0.5;1.0;0.23868312757201646;0.2538293216630197;1.0;3;3;1;1;30;T;
0.0;1.0;0.4;0.7150205761316872;0.3041575492341357;0.0;3;0;0;1;37;T;
0.25;1.0;0.4;0.698559670781893;0.29715536105032825;1.0;3;3;3;1;38;T;
1.0;0.5;1.0;0.8106995884773662;0.862144420131291;1.0;4;3;2;1;50;T;
0.75;1.0;0.8;0.7283950617283951;0.6196936542669584;1.0;3;4;2;1;50;T;
1.0;0.5;0.6;0.37551440329218105;0.23960612691466082;1.0;3;0;1;1;46;T;
0.5;0.0;0.2;0.4351851851851852;0.0925601750547046;1.0;3;1;0;2;6;F;
0.5;0.0;0.4;0.5524691358024691;0.2350109409190372;1.0;2;0;0;1;5;F;
1.0;1.0;0.2;0.3065843621399177;0.06520787746170678;1.0;-1;1;-2;1;43;T;
0.75;1.0;1.0;0.9403292181069959;1.0;1.0;0;1;-3;1;43;T;
0.25;1.0;0.6;0.5524691358024691;0.35251641137855577;1.0;3;0;-2;1;51;T;
1.0;0.5;0.2;0.4104938271604938;0.08730853391684902;1.0;3;-1;0;1;54;T;
0.25;1.0;0.2;0.32407407407407407;0.06892778993435449;1.0;4;3;1;1;53;T;
0.25;1.0;0.4;0.9362139917695473;0.3982494529540481;1.0;1;4;2;1;31;T;
0.5;0.0;0.2;0.8446502057613169;0.17964989059080963;1.0;0;2;-3;1;45;T;
0.75;1.0;0.2;0.6893004115226338;0.14660831509846828;1.0;3;2;-1;2;13;F;
0.75;0.5;0.2;0.9783950617283951;0.20809628008752734;1.0;4;0;0;1;54;T;
0.25;0.5;0.4;0.2109053497942387;0.08971553610503283;1.0;1;1;-3;1;44;T;
1.0;0.0;0.4;0.43209876543209874;0.1838074398249453;1.0;0;0;-3;1;49;T;
0.25;0.0;0.2;0.5751028806584362;0.12231947483588622;1.0;0;1;-2;2;10;F;
0.5;1.0;0.8;0.6851851851851852;0.5829321663019693;1.0;0;2;-2;2;41;F;
0.0;0.5;0.6;0.5720164609053497;0.3649890590809628;0.0;-1;1;-1;1;10;T;
1.0;0.0;0.2;0.35390946502057613;0.07527352297592997;1.0;-1;1;-3;1;59;T;
0.5;0.0;0.4;0.4207818930041152;0.17899343544857768;1.0;0;1;-4;1;60;T;
0.25;0.0;0.4;0.8816872427983539;0.375054704595186;1.0;-1;0;-2;1;49;T;
0.5;0.5;0.6;0.9526748971193416;0.6078774617067834;1.0;0;1;-1;4;3;F;
0.5;0.0;0.4;0.4732510288065844;0.2013129102844639;1.0;2;2;2;3;9;F;
0.0;0.5;0.6;0.2664609053497942;0.1700218818380744;0.0;4;2;2;1;21;T;
1.0;1.0;0.2;0.588477366255144;0.12516411378555797;1.0;3;2;2;3;17;F;
0.75;1.0;0.6;1.0;0.638074398249453;1.0;4;2;1;1;30;T;
0.5;1.0;0.6;0.3220164609053498;0.20547045951859957;1.0;1;0;-1;3;3;F;
0.0;0.0;0.4;0.9578189300411523;0.4074398249452954;0.0;3;1;2;1;18;T;
0.5;1.0;0.6;0.21502057613168724;0.13719912472647702;1.0;4;1;2;1;73;T;
0.0;0.0;0.4;0.6656378600823045;0.2831509846827133;0.0;3;3;2;2;21;F;
0.5;0.5;0.6;0.7674897119341564;0.4897155361050328;1.0;3;2;2;4;17;F;
1.0;0.5;0.8;0.9104938271604939;0.774617067833698;1.0;4;3;2;2;50;F;
0.75;0.5;1.0;0.8209876543209876;0.8730853391684902;1.0;2;3;2;3;17;F;
0.5;1.0;0.2;0.8858024691358025;0.18840262582056894;1.0;2;1;2;2;17;F;
0.25;1.0;1.0;0.676954732510288;0.7199124726477024;1.0;-1;2;-3;1;65;T;
1.0;0.5;0.2;0.8600823045267489;0.18293216630196937;1.0;4;2;3;1;73;T;
1.0;0.0;0.4;0.6131687242798354;0.2608315098468271;1.0;-1;2;-2;1;45;T;
0.5;0.0;0.4;0.5679012345679012;0.24157549234135667;1.0;0;2;-3;2;45;F;
0.5;0.5;0.4;0.6862139917695473;0.29190371991247266;1.0;3;1;1;2;30;F;
0.5;0.5;0.8;0.19753086419753085;0.16805251641137856;1.0;3;1;3;1;75;T;
0.25;1.0;0.8;0.2705761316872428;0.2301969365426696;1.0;3;0;2;1;28;T;
0.0;0.0;0.2;0.6738683127572016;0.14332603938730853;0.0;3;4;1;1;53;T;
1.0;0.5;0.4;0.3220164609053498;0.13698030634573305;1.0;3;3;1;2;30;F;
0.25;1.0;1.0;0.757201646090535;0.8052516411378556;1.0;3;4;2;2;50;F;
1.0;0.0;0.4;0.9557613168724279;0.40656455142231945;1.0;5;2;2;1;73;T;
0.5;0.0;0.4;0.9958847736625515;0.4236323851203501;1.0;4;0;2;1;76;T;
1.0;0.5;1.0;0.23868312757201646;0.2538293216630197;1.0;4;4;1;1;63;T;
0.0;1.0;0.4;0.7150205761316872;0.3041575492341357;0.0;5;3;2;1;56;T;
0.25;1.0;0.4;0.698559670781893;0.29715536105032825;1.0;2;4;1;1;32;T;
1.0;0.5;1.0;0.8106995884773662;0.862144420131291;1.0;3;5;1;1;82;T;
0.75;1.0;0.8;0.7283950617283951;0.6196936542669584;1.0;3;4;0;1;82;T;
1.0;0.5;0.6;0.37551440329218105;0.23960612691466082;1.0;5;3;1;1;63;T;
0.5;0.0;0.2;0.4351851851851852;0.0925601750547046;1.0;3;4;3;1;55;T;
0.5;0.0;0.4;0.5524691358024691;0.2350109409190372;1.0;4;3;2;3;50;F;
1.0;1.0;0.2;0.3065843621399177;0.06520787746170678;1.0;-1;1;0;1;4;T;
0.75;1.0;1.0;0.9403292181069959;1.0;1.0;3;3;3;2;38;F;
0.25;1.0;0.6;0.5524691358024691;0.35251641137855577;1.0;5;2;3;1;78;T;
1.0;0.5;0.2;0.4104938271604938;0.08730853391684902;1.0;6;3;2;1;86;T;
0.25;1.0;0.2;0.32407407407407407;0.06892778993435449;1.0;4;5;1;1;85;T;
0.25;1.0;0.4;0.9362139917695473;0.3982494529540481;1.0;-2;1;-3;1;70;T;
0.5;0.0;0.2;0.8446502057613169;0.17964989059080963;1.0;2;3;3;2;22;F;
0.75;1.0;0.2;0.6893004115226338;0.14660831509846828;1.0;-2;1;-1;1;69;T;
0.75;0.5;0.2;0.9783950617283951;0.20809628008752734;1.0;5;4;2;1;86;T;
0.25;0.5;0.4;0.2109053497942387;0.08971553610503283;1.0;3;3;4;1;55;T;
1.0;0.0;0.4;0.43209876543209874;0.1838074398249453;1.0;3;2;3;1;21;F;
0.25;0.0;0.2;0.5751028806584362;0.12231947483588622;1.0;3;3;2;3;21;F;
0.5;1.0;0.8;0.6851851851851852;0.5829321663019693;1.0;3;4;2;3;50;F;
0.0;0.5;0.6;0.5720164609053497;0.3649890590809628;0.0;-1;2;0;1;47;T;
1.0;0.0;0.2;0.35390946502057613;0.07527352297592997;1.0;4;3;3;1;55;F;
0.5;0.0;0.4;0.4207818930041152;0.17899343544857768;1.0;4;2;0;1;74;T;
0.25;0.0;0.4;0.8816872427983539;0.375054704595186;1.0;-1;1;1;1;92;T;
0.5;0.5;0.6;0.9526748971193416;0.6078774617067834;1.0;4;2;3;2;73;F;
0.5;0.0;0.4;0.4732510288065844;0.2013129102844639;1.0;3;5;0;1;88;T;
0.0;0.5;0.6;0.2664609053497942;0.1700218818380744;0.0;2;5;1;1;87;T;
1.0;1.0;0.2;0.588477366255144;0.12516411378555797;1.0;3;5;1;2;82;F;
0.75;1.0;0.6;1.0;0.638074398249453;1.0;2;5;0;1;103;T;
0.5;1.0;0.6;0.3220164609053498;0.20547045951859957;1.0;4;0;1;1;58;T;
0.0;0.0;0.4;0.9578189300411523;0.4074398249452954;0.0;0;1;0;6;0;F;
0.5;1.0;0.6;0.21502057613168724;0.13719912472647702;1.0;0;2;0;2;4;F;
0.0;0.0;0.4;0.6656378600823045;0.2831509846827133;0.0;3;4;1;2;53;F;
0.5;0.5;0.6;0.7674897119341564;0.4897155361050328;1.0;2;4;1;2;32;F;
1.0;0.5;0.8;0.9104938271604939;0.774617067833698;1.0;3;3;1;3;30;F;
0.75;0.5;1.0;0.8209876543209876;0.8730853391684902;1.0;3;4;0;2;82;F;
0.5;1.0;0.2;0.8858024691358025;0.18840262582056894;1.0;-1;1;0;2;4;F;
0.25;1.0;1.0;0.676954732510288;0.7199124726477024;1.0;4;4;3;1;91;T;
1.0;0.5;0.2;0.8600823045267489;0.18293216630196937;1.0;2;5;2;1;104;T;
1.0;0.0;0.4;0.6131687242798354;0.2608315098468271;1.0;3;4;3;2;55;F;
0.5;0.0;0.4;0.5679012345679012;0.24157549234135667;1.0;4;4;2;1;56;F;
0.5;0.5;0.4;0.6862139917695473;0.29190371991247266;1.0;0;1;1;7;0;F;
0.5;0.5;0.8;0.19753086419753085;0.16805251641137856;1.0;0;0;0;5;0;F;
0.25;1.0;0.8;0.2705761316872428;0.2301969365426696;1.0;0;1;-1;5;3;F;
0.0;0.0;0.2;0.6738683127572016;0.14332603938730853;0.0;3;3;0;1;53;F;
1.0;0.5;0.4;0.3220164609053498;0.13698030634573305;1.0;1;1;0;9;0;F;
0.25;1.0;1.0;0.757201646090535;0.8052516411378556;1.0;4;3;0;1;63;T;
1.0;0.0;0.4;0.9557613168724279;0.40656455142231945;1.0;2;6;1;1;104;T;
0.5;0.0;0.4;0.9958847736625515;0.4236323851203501;1.0;1;5;1;1;34;T;
1.0;0.5;1.0;0.23868312757201646;0.2538293216630197;1.0;3;2;0;1;11;F;
0.0;1.0;0.4;0.7150205761316872;0.3041575492341357;0.0;3;3;3;3;38;F;
0.25;1.0;0.4;0.698559670781893;0.29715536105032825;1.0;3;4;0;3;82;F;
1.0;0.5;1.0;0.8106995884773662;0.862144420131291;1.0;2;3;0;1;11;F;
0.75;1.0;0.8;0.7283950617283951;0.6196936542669584;1.0;3;3;-1;1;24;T;
1.0;0.5;0.6;0.37551440329218105;0.23960612691466082;1.0;4;3;3;2;55;F;
0.5;0.0;0.2;0.4351851851851852;0.0925601750547046;1.0;4;3;1;2;53;F;
0.5;0.0;0.4;0.5524691358024691;0.2350109409190372;1.0;3;3;4;2;55;F;
1.0;1.0;0.2;0.3065843621399177;0.06520787746170678;1.0;3;5;1;3;82;F;
0.75;1.0;1.0;0.9403292181069959;1.0;1.0;3;3;1;4;30;F;
0.25;1.0;0.6;0.5524691358024691;0.35251641137855577;1.0;2;6;2;1;108;T;
1.0;0.5;0.2;0.4104938271604938;0.08730853391684902;1.0;3;2;3;2;21;F;
0.25;1.0;0.2;0.32407407407407407;0.06892778993435449;1.0;2;2;0;3;6;F;
0.25;1.0;0.4;0.9362139917695473;0.3982494529540481;1.0;1;3;1;2;7;F;
0.5;0.0;0.2;0.8446502057613169;0.17964989059080963;1.0;3;3;0;2;53;F;
0.75;1.0;0.2;0.6893004115226338;0.14660831509846828;1.0;-1;2;-1;2;41;F;
0.75;0.5;0.2;0.9783950617283951;0.20809628008752734;1.0;-1;3;0;1;100;T;
0.25;0.5;0.4;0.2109053497942387;0.08971553610503283;1.0;3;2;1;3;9;F;
1.0;0.0;0.4;0.43209876543209874;0.1838074398249453;1.0;2;3;3;3;22;F;
0.25;0.0;0.2;0.5751028806584362;0.12231947483588622;1.0;3;3;2;4;21;F;
0.5;1.0;0.8;0.6851851851851852;0.5829321663019693;1.0;4;3;2;4;50;F;
0.0;0.5;0.6;0.5720164609053497;0.3649890590809628;0.0;4;5;1;2;85;F;
1.0;0.0;0.2;0.35390946502057613;0.07527352297592997;1.0;3;4;3;3;55;F;
0.5;0.0;0.4;0.4207818930041152;0.17899343544857768;1.0;3;4;1;3;53;F;
0.25;0.0;0.4;0.8816872427983539;0.375054704595186;1.0;3;5;2;1;57;F;
0.5;0.5;0.6;0.9526748971193416;0.6078774617067834;1.0;5;5;1;1;95;T;
0.5;0.0;0.4;0.4732510288065844;0.2013129102844639;1.0;5;3;0;1;90;T;
0.0;0.5;0.6;0.2664609053497942;0.1700218818380744;0.0;2;4;0;1;87;F;
1.0;1.0;0.2;0.588477366255144;0.12516411378555797;1.0;2;4;-1;1;25;T;
0.75;1.0;0.6;1.0;0.638074398249453;1.0;3;4;0;4;82;F;
0.5;1.0;0.6;0.3220164609053498;0.20547045951859957;1.0;2;6;0;1;105;T;
0.0;0.0;0.4;0.9578189300411523;0.4074398249452954;0.0;3;6;1;1;88;T;
0.5;1.0;0.6;0.21502057613168724;0.13719912472647702;1.0;4;6;1;1;95;T;
0.0;0.0;0.4;0.6656378600823045;0.2831509846827133;0.0;2;3;-1;2;13;F;
0.5;0.5;0.6;0.7674897119341564;0.4897155361050328;1.0;2;3;0;2;11;F;
1.0;0.5;0.8;0.9104938271604939;0.774617067833698;1.0;2;4;1;3;32;F;
0.75;0.5;1.0;0.8209876543209876;0.8730853391684902;1.0;3;3;-1;2;24;F;
0.5;1.0;0.2;0.8858024691358025;0.18840262582056894;1.0;3;5;1;4;82;F;
0.25;1.0;1.0;0.676954732510288;0.7199124726477024;1.0;2;4;3;1;38;T;
1.0;0.5;0.2;0.8600823045267489;0.18293216630196937;1.0;1;4;0;1;34;T;
1.0;0.0;0.4;0.6131687242798354;0.2608315098468271;1.0;1;4;3;1;64;T;
0.5;0.0;0.4;0.5679012345679012;0.24157549234135667;1.0;2;4;2;1;23;F;
0.5;0.5;0.4;0.6862139917695473;0.29190371991247266;1.0;3;6;2;1;113;T;
0.5;0.5;0.8;0.19753086419753085;0.16805251641137856;1.0;3;7;1;1;119;T;
0.25;1.0;0.8;0.2705761316872428;0.2301969365426696;1.0;3;6;0;1;103;T;
0.0;0.0;0.2;0.6738683127572016;0.14332603938730853;0.0;4;3;-1;1;109;T;
1.0;0.5;0.4;0.3220164609053498;0.13698030634573305;1.0;2;6;1;2;104;F;
0.25;1.0;1.0;0.757201646090535;0.8052516411378556;1.0;4;3;0;2;63;F;
1.0;0.0;0.4;0.9557613168724279;0.40656455142231945;1.0;4;6;0;1;120;T;
0.5;0.0;0.4;0.9958847736625515;0.4236323851203501;1.0;0;0;-1;2;10;F;
1.0;0.5;1.0;0.23868312757201646;0.2538293216630197;1.0;4;2;-1;1;24;T;
0.0;1.0;0.4;0.7150205761316872;0.3041575492341357;0.0;3;4;4;1;91;T;
0.25;1.0;0.4;0.698559670781893;0.29715536105032825;1.0;5;3;-1;1;116;T;
1.0;0.5;1.0;0.8106995884773662;0.862144420131291;1.0;3;3;-1;3;24;F;
0.75;1.0;0.8;0.7283950617283951;0.6196936542669584;1.0;4;3;-2;1;127;T;
1.0;0.5;0.6;0.37551440329218105;0.23960612691466082;1.0;4;4;4;1;107;T;
0.5;0.0;0.2;0.4351851851851852;0.0925601750547046;1.0;4;3;1;3;53;F;
0.5;0.0;0.4;0.5524691358024691;0.2350109409190372;1.0;3;4;3;4;55;F;
1.0;1.0;0.2;0.3065843621399177;0.06520787746170678;1.0;1;3;-1;1;19;T;
0.75;1.0;1.0;0.9403292181069959;1.0;1.0;4;4;-1;1;127;T;
0.25;1.0;0.6;0.5524691358024691;0.35251641137855577;1.0;2;4;-1;2;25;F;
1.0;0.5;0.2;0.4104938271604938;0.08730853391684902;1.0;2;4;4;1;121;T;
0.25;1.0;0.2;0.32407407407407407;0.06892778993435449;1.0;3;2;-1;3;13;F;
0.25;1.0;0.4;0.9362139917695473;0.3982494529540481;1.0;2;3;-2;1;25;T;
0.5;0.0;0.2;0.8446502057613169;0.17964989059080963;1.0;4;4;0;1;85;F;
0.75;1.0;0.2;0.6893004115226338;0.14660831509846828;1.0;-2;2;0;1;100;T;
0.75;0.5;0.2;0.9783950617283951;0.20809628008752734;1.0;3;3;4;3;55;F;
0.25;0.5;0.4;0.2109053497942387;0.08971553610503283;1.0;4;3;-1;2;109;F;
1.0;0.0;0.4;0.43209876543209874;0.1838074398249453;1.0;3;5;4;1;130;T;
0.25;0.0;0.2;0.5751028806584362;0.12231947483588622;1.0;4;4;-2;1;132;T;
0.5;1.0;0.8;0.6851851851851852;0.5829321663019693;1.0;3;3;1;5;30;F;
0.0;0.5;0.6;0.5720164609053497;0.3649890590809628;0.0;1;3;0;1;8;F;
1.0;0.0;0.2;0.35390946502057613;0.07527352297592997;1.0;3;4;5;1;130;T;
0.5;0.0;0.4;0.4207818930041152;0.17899343544857768;1.0;5;4;-1;1;131;T;
0.25;0.0;0.4;0.8816872427983539;0.375054704595186;1.0;0;3;-1;2;41;F;
0.5;0.5;0.6;0.9526748971193416;0.6078774617067834;1.0;1;2;0;4;1;F;
0.5;0.0;0.4;0.4732510288065844;0.2013129102844639;1.0;4;5;-1;1;135;F;
0.0;0.5;0.6;0.2664609053497942;0.1700218818380744;0.0;5;6;0;1;128;T;
1.0;1.0;0.2;0.588477366255144;0.12516411378555797;1.0;5;5;0;1;115;T;
0.75;1.0;0.6;1.0;0.638074398249453;1.0;5;6;-1;1;143;T;
0.5;1.0;0.6;0.3220164609053498;0.20547045951859957;1.0;0;0;-2;2;43;F;
0.0;0.0;0.4;0.9578189300411523;0.4074398249452954;0.0;4;2;0;2;74;F;
0.5;1.0;0.6;0.21502057613168724;0.13719912472647702;1.0;5;2;0;1;101;T;
0.0;0.0;0.4;0.6656378600823045;0.2831509846827133;0.0;5;5;1;2;95;F;
0.5;0.5;0.6;0.7674897119341564;0.4897155361050328;1.0;5;6;1;1;115;T;
1.0;0.5;0.8;0.9104938271604939;0.774617067833698;1.0;6;5;1;1;115;T;
